Zipcode,Number of Stations,Population,Household Income,Total Commute Time,Average Commute Time,Total Vehicles,Average Vehicles per Household,latitude,longitude
95573,1,1568,66731,431,0.679810726,400,0.630914826,40.939795,-123.632089
95603,15,442110,1023855,173445,14.36754473,158325,13.11505964,583.7551762,-1816.299991
95605,5,72465,256515,27355,5.552060077,22000,4.4651918,192.9380275,-607.7844285
95606,2,498,-1333333332,182,1.857142857,0,0,77.467216,-244.28568
95608,1,62539,64059,25156,0.988836478,23045,0.905856918,38.618066,-121.334337
95610,1,46305,61461,21409,1.194232164,18980,1.058738216,38.6646,-121.272229
95616,23,1200876,1276730,481436,27.8254537,269905,15.59964166,886.4532407,-2800.355978
95618,23,632937,2153789,251022,25.89991746,185725,19.16271151,886.7138939,-2799.178499
95620,3,65862,248868,30915,4.612113979,27030,4.032522751,115.384191,-365.503949
95621,4,166960,252856,73768,4.502166616,65820,4.017088801,154.776082,-485.235238
95624,5,329740,465450,142815,7.159364347,125425,6.287597754,192.056385,-606.797046
95628,2,81710,172362,34802,2.162958359,32270,2.005593536,77.306676,-242.532127
95630,49,3829791,5605845,1584121,56.90907458,1426880,51.26023854,1893.689299,-5936.436037
95632,3,95733,229002,40320,4.015136427,36255,3.610336586,114.827771,-363.9168731
95642,3,21303,186249,7053,2.241182078,6705,2.130600572,115.211436,-362.359189
95646,1,80,80227,24,0.705882353,0,0,38.68471,-120.065176
95648,14,741286,1234212,274134,13.99571144,254450,12.99075918,544.078043,-1698.380543
95650,2,29616,204214,11306,2.097588126,10700,1.985157699,77.635166,-242.378263
95651,1,624,176250,264,1.205479452,185,0.844748858,38.803763,-120.907674
95652,7,5523,231000,1435,6.582568807,1295,5.940366972,270.617125,-849.734373
95655,1,4156,86486,1925,1.373038516,1730,1.233951498,38.5732,-121.295448
95660,1,35461,45845,13495,1.273954498,12115,1.143679789,38.649671,-121.384879
95661,15,469725,1302345,200370,16.65447594,183450,15.24810905,581.2212964,-1818.84216
95667,19,693253,1362395,265677,18.5334496,244245,17.03836763,735.850158,-2296.634613
95669,5,11575,397320,4510,5.101809955,4075,4.609728507,192.561557,-604.084955
95670,5,277790,335075,125655,6.059751157,109100,5.261381173,192.959125,-606.394431
95672,1,5266,103708,2093,1.071684588,1885,0.965181772,38.7044512,-120.9644077
95677,10,254770,877420,115490,12.33472178,102750,10.97404678,387.960205,-1212.121934
95678,15,630795,1098795,287925,17.82375882,259275,16.05020428,581.5024548,-1819.164497
95682,2,60628,174694,24368,2.154744009,22350,1.97630206,77.326977,-241.943238
95683,1,6326,108338,2413,0.937087379,2265,0.87961165,38.491637,-121.099523
95684,2,6258,100950,1980,1.517241379,1800,1.379310345,77.230123,-241.303994
95685,4,18660,229680,5936,3.039426523,5500,2.816180236,153.550801,-483.171608
95687,17,1174020,1462952,482171,21.69986499,436050,19.62421242,652.2058418,-2073.245117
95688,14,521640,1328082,236670,17.88753685,215740,16.30564583,537.1167034,-1707.597007
95691,10,386900,773030,172870,12.65056714,150150,10.98792536,385.7547854,-1215.508847
95694,2,20990,169898,8988,2.584987058,7810,2.246189244,77.15692,-243.961089
95695,10,412780,643900,179780,12.18930097,157550,10.68208014,386.728714,-1217.885291
95713,5,52360,363730,21520,5.260327548,20500,5.010999756,195.440265,-604.775134
95714,1,522,56250,200,0.892857143,190,0.848214286,39.187141,-120.832537
95715,1,104,-666666666,51,1.416666667,50,1.388888889,39.292158,-120.678454
95726,3,25347,227322,10737,3.236961109,9645,2.907747965,116.289361,-361.729577
95728,6,1386,-3999999996,720,7.128712871,660,6.534653465,235.884927,-722.977817
95735,3,36,463125,12,1.714285714,0,0,116.38841,-360.439333
95742,3,37416,397908,16779,4.603292181,15165,4.160493827,115.732384,-363.767446
95746,3,71802,441603,26721,3.189424684,25050,2.989973741,116.220707,-363.608213
95747,4,267724,421724,107368,4.631924072,97300,4.197584124,155.067129,-485.265725
95757,6,304362,632340,123708,8.601585315,109230,7.594910305,230.422134,-728.37273
95758,11,723921,937431,311718,14.49379272,274395,12.75840424,422.551404,-1335.493039
95762,10,430520,1424530,169490,11.62722096,155000,10.63318927,386.621893,-1210.713425
95765,3,117642,324564,50688,3.925650558,46800,3.624535316,116.455159,-363.882468
95776,10,239110,811840,108520,14.2883476,93850,12.35681369,386.6450795,-1217.337812
95811,30,188820,1777620,115800,33.57494926,80550,23.35459553,1157.461666,-3644.980174
95814,115,1369420,3902870,645035,96.14473096,385825,57.50857058,4436.787468,-13972.04969
95815,12,308076,414996,115848,12.55668762,97980,10.61998699,463.1990818,-1457.181658
95816,9,154791,650430,98271,9.865575745,73935,7.422447545,347.152364,-1093.156952
95817,7,96306,356475,46417,7.549934938,35175,5.721372804,269.862372,-850.107062
95818,3,64875,254724,30621,3.079654028,23070,2.320225284,115.692879,-364.497076
95819,4,79560,426056,36272,4.59081129,28940,3.66282749,154.2398237,-485.708544
95821,2,71624,84912,27530,1.829965435,24150,1.605291146,77.262786,-242.793208
95822,7,313187,402745,125209,7.835847049,104965,6.568934226,269.676855,-850.494473
95823,3,238320,142659,88572,3.735638971,72495,3.057570645,115.4070984,-364.2739812
95825,6,224838,243090,100452,6.123628383,85080,5.186539868,231.5720624,-728.443969
95826,6,234870,385446,114522,7.527408965,93240,6.128565795,231.3317341,-728.490115
95827,11,227326,650265,98714,13.53730115,86680,11.88699945,424.055622,-1334.69316
95828,2,117434,106458,43238,2.422025543,36870,2.065314811,77.002016,-242.789072
95831,1,43094,79368,19487,1.056606843,17210,0.933145367,38.578568,-121.491058
95832,5,60570,236705,21150,6.720686368,18425,5.854782332,192.368632,-607.467875
95833,15,598575,951270,277830,18.95674127,247200,16.86681223,579.2479982,-1822.779241
95834,8,240608,519968,104672,9.862621313,93640,8.82314143,309.129872,-972.060016
95837,4,1200,876252,660,5.546218487,480,4.033613445,154.7356196,-486.3633744
95838,3,117159,145248,44211,3.998824168,39075,3.534280029,115.908074,-364.330557
95841,2,42458,100590,19366,2.364302283,18020,2.199975583,77.331046,-242.681222
95842,2,67044,106916,26946,2.353567997,24230,2.116342039,77.8503111,-244.5671518
95843,1,47823,81028,21153,1.481821366,19725,1.38178634,38.7042,-121.365
95864,4,93408,423396,39560,4.226947323,35340,3.776044449,154.388076,-485.499698
95901,7,234185,383957,89656,7.640702233,80430,6.854440089,273.993533,-851.088609
95912,1,5380,69786,2335,1.481598985,2015,1.278553299,39.0087766,-122.0553838
95926,3,120000,148560,53253,3.563980725,41910,2.804845402,119.2739502,-365.5146122
95928,15,566025,793695,255855,17.67809024,213825,14.77406205,595.8249101,-1827.116883
95932,1,7633,54167,3235,1.125608907,2935,1.021224774,39.254406,-122.031415
95936,1,158,93533,28,0.405797101,0,0,39.559661,-120.828154
95937,3,4620,154875,1506,2.809701493,1335,2.490671642,116.644866,-365.91552
95945,6,152286,291888,54300,4.864719584,45690,4.093352446,235.396466,-726.322148
95949,1,21036,71059,7676,0.912940057,7050,0.838487155,39.204904,-121.077158
95961,1,28489,55590,10795,1.209388304,9515,1.065987004,39.10746,-121.564815
95963,1,15492,49821,5885,1.075278641,5265,0.961995249,39.7500793,-122.2026507
95965,2,40996,70276,11484,1.644565373,9490,1.35901475,79.29633,-243.30211
95966,2,59720,94504,18794,1.668205219,16800,1.491212498,78.9761597,-243.0632996
95968,1,1231,31000,387,0.891705069,375,0.8640553,39.4355743,-121.5463449
95971,1,5924,53568,2536,1.044481054,2220,0.914332784,39.9378583,-120.9055552
95973,1,36682,69551,17080,1.201209649,15110,1.062662635,39.796693,-121.901589
95987,3,17850,198285,8040,4.552661382,7110,4.026047565,117.467705,-366.448586
95988,2,16596,99036,5908,1.843945069,5260,1.641697878,79.048717,-244.4303985
95991,3,122583,152046,44817,3.105390798,38505,2.668029379,117.4240205,-364.877533
95993,1,37077,69019,14923,1.214733415,13360,1.087505088,39.1479,-121.6478
96001,3,102879,167463,42639,3.04738422,38745,2.769082333,120.321122,-366.408945
96002,6,205176,366330,80652,6.387265384,74580,5.906391067,243.444827,-734.174409
96003,4,177312,214048,67700,3.677349267,60760,3.300380228,162.3981762,-489.4082016
96007,3,69684,147132,25065,2.751372119,22665,2.487925357,121.362842,-366.880653
96021,2,32034,92100,12456,2.148327009,11210,1.933425319,79.855077,-244.395626
96024,2,1692,81126,420,0.992907801,400,0.945626478,81.333849,-245.887583
96025,3,6378,106806,2292,2.285144566,2040,2.033898305,123.644472,-366.829319
96044,2,1926,94456,584,1.239915074,540,1.146496815,83.702554,-245.141921
96051,2,2716,109000,840,1.473684211,800,1.403508772,81.772738,-244.770247
96052,1,1574,43250,466,0.728125,415,0.6484375,40.708435,-122.806317
96056,2,3060,110000,1268,1.82183908,1200,1.724137931,81.9315169,-243.0515676
96063,1,359,48859,93,0.678832117,0,0,40.437746,-121.534196
96067,6,42564,282900,15390,4.445407279,14130,4.081455806,247.861156,-733.894989
96080,4,116556,165264,40692,3.638412017,35960,3.215307582,160.727258,-488.887015
96088,1,4690,51039,1389,0.663957935,1235,0.590344168,40.511265,-121.812099
96091,2,1236,101094,476,1.34084507,400,1.126760563,82.16866729,-245.4362637
96094,2,13222,103714,4560,1.593848305,3910,1.366655016,82.798841,-244.759866
96097,6,58476,268692,21162,4.880535055,18780,4.331180812,250.280558,-735.827592
96101,2,10524,89000,3126,1.432630614,2940,1.347387718,82.977944,-241.102045
96103,2,2802,134772,806,1.168115942,680,0.985507246,79.516328,-241.194919
96106,1,274,70455,108,0.885245902,110,0.901639344,39.718278,-120.549199
96113,1,1925,49198,322,0.823529412,290,0.74168798,40.141746,-120.145156
96115,1,115,-666666666,20,0.266666667,0,0,41.741817,-120.194346
96120,3,2778,178929,669,2.117088608,570,1.803797468,116.3137,-359.621624
96130,2,40238,113898,8880,1.767867808,7900,1.57276528,80.837257,-241.288896
96145,5,10735,369375,5330,5.164728682,4875,4.723837209,195.830291,-600.729382
96146,2,2290,153702,1280,2.54473161,1070,2.127236581,78.402445,-240.445435
96148,2,1160,147222,626,2.925233645,610,2.85046729,78.488744,-240.10545
96150,24,703848,1377504,338712,28.78490694,271920,23.1086938,934.6631714,-2879.175115
96161,20,369760,1978480,176920,25.54063808,154000,22.2318464,786.286116,-2403.402064
97005,31,816199,1578892,421724,37.36700337,297600,26.36895268,1410.316313,-3807.184167
97006,21,1555470,1657299,786807,28.90335023,609525,22.39089707,955.9324523,-2579.896512
97007,1,72299,85346,34024,1.332811031,28995,1.135811658,45.479807,-122.858369
97013,2,48276,148248,22018,2.525579261,19680,2.257398486,90.515956,-245.402849
97014,1,1388,52117,420,0.717948718,355,0.606837607,45.67071,-121.88823
97015,8,189064,624848,94192,10.57980456,79360,8.913849264,363.3996035,-980.5306427
97016,3,18672,137730,5856,2.30641985,5070,1.996849153,138.332753,-369.786365
97023,2,19936,141834,8268,2.138091544,7370,1.905870184,90.583306,-244.672872
97024,1,10344,62327,4928,1.16007533,4220,0.993408663,45.529404,-122.454209
97027,5,62605,322390,26205,5.463928274,23275,4.853002502,226.893157,-612.990783
97028,1,192,69440,86,0.819047619,70,0.666666667,45.30191,-121.7733
97030,5,191790,253400,86490,5.843918919,68950,4.658783784,227.551073,-612.111819
97031,12,226824,803640,103824,14.34627608,84600,11.68992677,548.330226,-1458.312932
97034,9,167904,1152432,64386,8.285420152,56295,7.24424141,408.6424111,-1103.931077
97035,14,377678,1379798,168168,14.8755418,150080,13.2755418,635.780796,-1718.19898
97038,1,15676,64678,6725,1.193857625,5975,1.060713652,45.145345,-122.566024
97040,1,1623,77240,711,1.201013514,605,1.021959459,45.688462,-121.378041
97041,2,5958,125250,2728,3.339045288,2030,2.484700122,91.056542,-243.214791
97045,14,787500,1110410,356902,17.35989105,319900,15.56009534,634.634996,-1716.263787
97048,1,7756,56483,2754,1.018491124,2530,0.935650888,46.089703,-122.937633
97051,2,33954,118140,14040,2.199592668,12240,1.917593608,91.696759,-245.668627
97054,3,4623,221001,1794,3.093103448,1710,2.948275862,137.774237,-368.51036
97055,4,75692,315532,34076,4.849295574,31240,4.445709407,181.544665,-488.836455
97056,3,35034,230805,16245,3.510914199,14775,3.193213745,137.273861,-368.607892
97058,5,103095,261995,42575,5.241935484,37775,4.650948042,228.051663,-605.999489
97060,7,157297,527037,77791,10.95956607,64575,9.097633136,318.716395,-856.839839
97062,4,114776,351192,55536,4.96966443,49140,4.397315436,181.528321,-491.004866
97067,1,1745,63990,553,0.640787949,460,0.533024334,45.344393,-121.947981
97070,12,301212,882828,136740,13.42562592,120780,11.85861561,543.8096858,-1473.192509
97071,8,238368,432632,94608,10.29690901,80440,8.754897693,361.230602,-983.020677
97080,1,44335,75431,20777,1.349243457,17925,1.164036626,45.494909,-122.404711
97086,11,339438,1034341,157619,13.85296186,136620,12.00738267,499.891037,-1348.51948
97101,2,8556,152794,3556,2.414120842,3340,2.267481331,90.2229914,-246.342011
97103,4,70708,222196,30264,4.100813008,25360,3.436314363,184.7512061,-495.3051148
97106,2,9816,207916,4506,2.96642528,4170,2.745227123,91.22014,-246.22572
97110,6,6996,187212,3084,6.106930693,1410,2.792079208,275.334342,-743.762123
97111,3,10716,195000,4449,3.417050691,4050,3.110599078,135.899143,-369.514998
97113,4,59672,279808,27972,6.264725644,22620,5.066069429,182.084521,-492.227731
97114,5,25510,332430,10550,6.569115816,9200,5.728518057,226.2361539,-615.348065
97115,5,20040,389065,8935,6.061736771,8200,5.563093623,226.3575881,-615.1741131
97116,5,136405,329555,61940,6.534444562,51775,5.462074058,227.702307,-615.670954
97119,1,4527,94904,2003,1.325612177,1735,1.148246195,45.415886,-123.183277
97123,24,1183608,1962576,535824,32.92920354,458400,28.17109145,1092.266377,-2951.42676
97124,32,1765440,2894720,898368,43.12856457,751360,36.07105137,1457.350277,-3933.547633
97128,8,303944,452960,127544,8.942925256,104880,7.35380732,361.5663949,-985.7219893
97132,7,208124,503881,95935,9.268186649,80080,7.736450584,317.116126,-860.66207
97133,1,4734,95357,2403,1.360702152,2180,1.234428086,45.592584,-122.999405
97134,2,580,128970,180,1.040462428,0,0,90.909309,-247.930461
97135,1,716,-666666666,128,0.455516014,120,0.427046263,45.216234,-123.970799
97138,3,32079,149928,14163,3.242445055,10725,2.455357143,137.9719745,-371.7729678
97140,10,262480,1068550,116770,12.90989497,105850,11.70259812,453.662767,-1228.622636
97141,9,126315,444123,46584,8.712175051,38835,7.262951188,409.165529,-1114.589338
97144,1,117,85313,14,0.215384615,0,0,45.760152,-123.300903
97145,2,704,184546,284,1.820512821,130,0.833333333,91.749215,-247.923297
97146,4,26792,237144,12488,5.269198312,10980,4.632911392,184.639339,-495.662803
97148,1,4288,95000,2052,1.524517088,1715,1.274145617,45.343067,-123.126059
97201,10,179930,554850,85120,9.272331155,34400,3.747276688,455.1253569,-1226.790404
97202,8,346968,654176,179880,9.82736014,110280,6.024912587,363.9302223,-981.0852199
97203,2,69780,137720,32826,2.679892236,23660,1.931586252,91.146083,-245.453434
97204,15,15540,308895,3255,8.4765625,0,0,682.780058,-1840.139741
97205,16,119392,598720,60784,11.99131979,24640,4.860919313,728.3155737,-1962.925881
97206,3,158988,209016,83325,4.041371617,57990,2.81259094,136.502547,-367.736384
97209,9,170838,597915,95895,7.335908813,44910,3.435587515,409.7469766,-1104.137016
97210,7,83139,544915,49581,7.389120715,28105,4.18852459,318.7495334,-858.8777685
97211,2,70858,163604,38366,2.816886931,25080,1.841409692,91.173452,-245.294741
97212,2,53124,213410,26490,2.428492849,16550,1.517235057,91.098248,-245.32765
97213,8,264088,622432,138552,9.880339442,93160,6.643371604,364.237322,-980.902304
97214,9,241677,629514,144900,11.01984942,81720,6.214921287,409.625193,-1103.921381
97215,2,37868,166742,19238,2.450700637,12990,1.65477707,91.024343,-245.229382
97216,1,16965,54308,8161,1.226849068,5705,0.857636801,45.5062284,-122.5791604
97217,20,694180,1619060,400140,27.23152307,265000,18.03457193,911.4188179,-2453.839574
97218,4,60764,265140,29796,5.441197955,19720,3.601168736,182.296929,-490.35336
97219,11,467808,1086305,228943,13.56458111,178365,10.56789904,499.9565115,-1349.58588
97220,9,266661,505764,131787,11.5887267,94950,8.349454801,409.983813,-1103.074251
97222,9,332568,542862,164880,10.44139067,130770,8.281299474,408.9318461,-1103.661489
97223,13,657605,1083550,334295,16.97532118,282360,14.33808968,590.7118441,-1596.058659
97224,8,283472,620320,127208,8.616676827,111880,7.578405473,363.2270376,-982.0410769
97225,2,52190,179832,25870,2.271689498,20740,1.821215314,91.023348,-245.53094
97227,6,30876,427392,19620,7.622377622,11580,4.498834499,273.2202029,-736.0087325
97229,2,138900,245762,62752,2.494018521,54250,2.156114622,91.048311,-245.614089
97230,4,159104,218324,67620,4.464250347,53440,3.528091371,182.165905,-490.085999
97232,20,274120,1261180,159380,22.02598121,80100,11.06965174,910.609052,-2453.103822
97233,4,161908,169808,67664,4.945475808,51000,3.727525216,182.076707,-490.036496
97239,4,72760,373836,36020,3.992462869,22620,2.507204611,181.9664114,-490.7221464
97266,3,107181,161952,50943,4.026159804,39180,3.096498854,136.472998,-367.702741
97267,2,67272,140324,30762,2.291225979,25520,1.900789513,90.803877,-245.240079
97301,35,1966860,1534435,807170,43.49444983,628950,33.89104429,1572.787254,-4305.470023
97302,8,309648,533616,140224,8.878308218,121520,7.694061036,359.198793,-984.225607
97303,5,205865,322935,88670,5.914882263,79925,5.331532253,225.0552718,-615.022545
97304,5,159315,349725,67385,5.479346235,60525,4.921531956,224.9219726,-615.40774
97305,1,43917,52533,17906,1.225347294,15505,1.061041538,44.965504,-122.985356
97321,3,80985,220323,36345,3.431039366,33045,3.119512886,133.758372,-369.346182
97322,4,147304,221396,65288,4.641217033,57700,4.101798536,178.444893,-492.247766
97330,11,472516,626978,219637,12.13799392,151085,8.349544073,490.376197,-1355.905364
97331,8,22920,-5333333328,4536,inf,1640,inf,356.5126397,-986.2390356
97333,2,46604,108708,21074,2.219016532,15550,1.637359166,89.125825,-246.489429
97338,1,21880,61956,8404,1.03002819,7625,0.934550803,44.9901034,-123.2747417
97341,1,2682,46978,970,0.726047904,755,0.56511976,44.786899,-124.070605
97342,2,178,80626,68,1.333333333,60,1.176470588,89.470181,-244.302001
97344,1,1491,45313,494,0.96484375,425,0.830078125,44.865414,-123.434127
97347,1,1902,42802,621,0.856551724,560,0.772413793,45.060267,-123.57813
97348,2,3144,124664,1466,2.407224959,1420,2.331691297,88.7782009,-246.1673198
97351,5,55750,267500,25010,6.80359086,22425,6.100380849,224.268907,-615.91577
97355,2,60728,106132,24536,2.086571987,21700,1.845395017,89.099314,-245.815258
97360,6,14748,310464,5430,5.668058455,4980,5.198329854,268.534313,-734.861184
97361,1,12297,43653,5546,1.370397826,4415,1.090931554,44.846196,-123.229619
97365,5,56740,249190,21920,4.462540717,17725,3.608509772,223.18823,-620.272383
97366,2,3544,113750,1428,1.849740933,1260,1.632124352,89.22594,-248.090524
97367,7,68222,281442,24787,5.469329214,20090,4.432921447,314.730419,-868.086646
97368,5,16595,194630,5995,4.103353867,5500,3.764544832,225.108743,-619.722615
97370,1,8695,82132,4041,1.224174493,3560,1.078461072,44.540136,-123.373574
97371,1,659,135385,250,1.016260163,235,0.955284553,44.92629788,-123.2296514
97376,1,1254,51346,438,0.796363636,385,0.7,44.504993,-124.079315
97378,1,8442,56274,2754,1.142738589,2280,0.946058091,45.075794,-123.388714
97381,1,16158,72770,6096,1.068161906,5435,0.952339233,44.990695,-122.788286
97388,1,790,58368,304,0.832876712,305,0.835616438,44.892644,-124.019417
97391,3,18036,164025,6399,2.835179442,5910,2.61852016,133.870999,-371.817728
97392,1,7011,83725,3113,1.270612245,2895,1.181632653,44.827453,-123.0110757
97394,2,10448,93708,3374,1.407592824,2840,1.184814351,88.821941,-248.155631
97401,13,595790,489606,274989,13.06050819,194610,9.24293517,572.7125205,-1600.109293
97402,3,156930,141504,74640,3.498476682,58215,2.728614952,132.1562618,-369.4073241
97403,11,147378,495374,59389,14.42881438,32065,7.790330418,484.513932,-1353.757825
97404,5,173080,316100,75150,5.547353658,65700,4.84978224,220.5089751,-615.6482532
97405,5,226250,346000,98620,5.132448608,77675,4.04241478,221.4455666,-614.8592858
97408,5,66800,317375,27660,4.704081633,25025,4.255952381,220.481283,-615.434382
97411,5,36685,177725,11575,3.410430171,10075,2.968473777,215.557559,-622.032478
97413,1,944,53716,358,0.736625514,260,0.534979424,44.173131,-122.221159
97415,1,14182,50547,4099,0.62599267,3590,0.54825901,42.05418,-124.28892
97417,2,4814,71594,1182,1.111947319,940,0.884289746,85.878556,-246.573777
97420,3,83778,149691,32139,2.763218984,28215,2.425844725,130.100932,-372.643592
97424,4,71636,193872,26768,3.711591791,22460,3.114254021,175.1873386,-492.2412463
97436,1,698,46667,204,0.641509434,170,0.534591195,43.63635,-123.565872
97437,1,2939,74444,1218,1.12987013,1095,1.015769944,44.0741454,-123.352921
97439,6,88278,267648,25704,3.633587786,21690,3.066157761,263.898252,-744.641817
97443,1,2135,47098,717,0.861778846,595,0.715144231,43.236194,-122.940719
97448,2,26160,117192,10854,2.131997643,9520,1.869966608,88.45113,-246.568528
97457,2,20576,92152,6694,1.674337169,6030,1.508254127,86.050602,-246.578512
97459,4,54572,215524,21200,3.936130709,18160,3.371704419,173.607449,-496.919169
97462,1,3730,48557,1306,0.820351759,1215,0.763190955,43.537046,-123.290133
97463,1,3899,32734,1161,0.689020772,805,0.477744807,43.746765,-122.490567
97465,2,4042,68236,996,0.952198853,810,0.774378585,85.492056,-248.983425
97467,3,15042,118188,4377,1.974289581,3765,1.698240866,131.099774,-372.312737
97470,5,98925,227935,40405,4.57587769,35350,4.003397508,216.124229,-616.7479036
97471,5,155175,261125,57900,4.585775384,52750,4.1778869,216.032899,-616.829787
97477,4,150140,182696,70112,4.411779512,55840,3.513717594,176.323399,-492.165527
97478,1,39939,61307,17635,1.215787659,15540,1.071354705,44.08368,-122.987167
97479,2,19420,94284,7866,1.875983782,7220,1.721917482,86.77465,-246.674084
97487,1,9106,55260,3706,1.071407921,3340,0.965596993,44.051007,-123.351922
97497,2,3028,68150,478,0.742236025,430,0.667701863,85.074313,-246.296658
97498,3,5019,153693,1611,2.065384615,1275,1.634615385,132.947754,-372.310788
97501,4,183972,182376,76188,4.267040045,65500,3.668440213,169.2825239,-491.4875169
97502,1,28975,62602,12505,1.118615261,11675,1.044368906,42.382202,-122.92597
97504,13,623311,730379,250783,12.88114438,225810,11.59843854,550.5271983,-1597.167486
97520,18,453186,1062306,173394,14.93745693,136710,11.77722261,759.284756,-2208.382445
97526,4,143680,191440,54404,3.58936465,47580,3.13914363,169.787794,-493.252993
97527,2,72360,98448,24918,1.668876833,22440,1.502913402,84.6110688,-246.4212695
97540,1,8484,44593,3316,0.849820605,2800,0.717580728,42.245028,-122.790141
97601,7,159082,301532,63168,6.494756323,55195,5.674994859,295.622688,-852.586416
97603,1,29357,51972,11200,0.942919683,10445,0.879356794,42.2169,-121.7564
97604,1,135,-666666666,53,inf,0,0,42.867509,-122.167297
97626,2,90,-1333333332,32,0.711111111,0,0,85.369204,-243.946485
97641,1,1196,29479,305,0.464939024,285,0.43445122,43.237312,-120.690638
97701,10,694990,684390,307410,10.82239042,271800,9.568737898,440.737977,-1212.883283
97702,16,802624,1118320,335056,17.12702551,298400,15.25328426,704.4685789,-1941.619986
97707,2,12230,138218,4940,1.905864198,4760,1.836419753,87.781165,-242.800187
97720,2,8870,76412,2974,1.465746673,2400,1.182848694,87.179361,-238.110323
97733,2,782,-1333333332,336,1.480176211,0,0,86.8152496,-243.5301568
97738,1,1772,52500,706,0.948924731,645,0.866935484,43.572694,-119.074556
97741,9,113472,453753,41616,9.445301861,35595,8.078756241,401.693078,-1090.128795
97750,2,708,88750,214,1.39869281,160,1.045751634,89.133096,-240.309679
97753,1,2570,95165,1043,1.125134844,925,0.997842503,44.153848,-121.054257
97756,7,271908,460516,122948,8.213507916,106995,7.147772062,309.768463,-848.323849
97759,5,39480,380060,15370,4.707503828,13275,4.065849923,221.538984,-607.843215
97761,1,4181,46382,1206,1.204795205,1060,1.058941059,44.76316,-121.25056
97801,3,61689,159279,24021,3.257968263,21405,2.903160179,136.98496,-356.258136
97812,1,909,59000,414,1.162921348,370,1.039325843,45.7176,-120.20343
97814,1,12348,47313,4517,0.877087379,3785,0.734951456,44.7829,-117.8123
97823,1,922,42054,299,0.657142857,230,0.505494505,45.234126,-120.184295
97828,2,6324,98366,2350,1.619572708,1850,1.274982771,90.847618,-234.552919
97830,1,642,41719,200,0.632911392,145,0.458860759,45.000604,-120.213913
97836,1,1941,49821,755,0.902031063,710,0.848267622,45.356558,-119.553373
97838,2,52306,116528,22644,2.441138422,20240,2.181974989,91.633702,-238.633037
97843,1,643,58750,258,1.015748031,205,0.807086614,45.501524,-119.826811
97845,2,5670,76048,2148,1.6065819,1860,1.391174271,88.830675,-237.907275
97846,1,1878,61157,782,0.877665544,685,0.768799102,45.348876,-117.229797
97850,2,34588,98912,14568,2.077285042,12260,1.748181948,90.66334,-236.150762
97869,1,930,51667,358,0.873170732,285,0.695121951,44.463124,-118.70919
97907,1,501,38958,140,0.595744681,80,0.340425532,44.351131,-117.268594
97910,1,526,48375,184,0.888888889,130,0.628019324,42.976882,-117.063047
97914,1,19400,42517,6162,1.03597848,5455,0.917114997,44.025648,-116.942111
98001,7,235893,632009,109858,9.767760292,91875,8.168845025,331.1011889,-855.6930861
98002,11,368148,630487,163438,12.12897959,134585,9.987755102,520.3574337,-1344.386262
98003,9,445797,534519,205083,11.0574756,165735,8.935946514,425.884383,-1100.750676
98004,104,3765008,13996320,1891032,110.7810193,1199640,70.27768014,4951.986612,-12708.53111
98005,39,749697,4715607,368082,45.96428571,262470,32.77597403,1856.997438,-4764.672469
98006,7,265097,1009729,115759,8.679538127,92225,6.914973382,333.02071,-855.139802
98007,14,410508,1351630,203392,17.15085589,141120,11.89982292,666.419668,-1709.999256
98008,7,180033,824425,79422,8.560250054,63000,6.790256521,333.256281,-854.877952
98011,12,405960,1179216,204528,15.37342153,168300,12.65033073,573.1456122,-1466.279601
98012,1,67427,109161,33070,1.363936319,26830,1.10657428,47.81004,-122.206015
98020,7,136129,665987,61565,7.157056498,52290,6.078818879,334.6470656,-856.6246771
98021,3,94488,370437,44043,4.071646482,35580,3.289266895,143.3804955,-366.6003021
98023,1,50201,79434,23890,1.34349342,19500,1.096614554,47.297114,-122.381431
98026,7,265965,660695,133567,9.013834526,107590,7.260763936,334.479986,-856.404375
98027,15,464835,1695705,224745,18.81498535,178350,14.93093344,713.175427,-1830.759081
98028,3,68214,330174,33351,3.757435782,26280,2.96079315,143.24974,-366.748286
98029,14,409500,1808590,187208,16.60970633,137060,12.16041168,665.6414864,-1708.32734
98030,4,154724,258664,69788,5.532144273,53460,4.237812128,189.496517,-488.755006
98031,2,75700,166648,37228,3.018568069,30760,2.494121463,94.801433,-244.401474
98032,5,195370,317810,95635,6.852608197,74525,5.339997134,237.036802,-611.230777
98033,24,958536,3209856,490752,29.69934641,386880,23.41321714,1144.006553,-2932.772676
98034,12,521652,1220088,264636,14.99693982,209760,11.88711323,572.5297752,-1466.221016
98036,9,366507,763083,176553,11.80798555,141075,9.435192616,430.3283399,-1100.60269
98037,12,365820,919560,176004,15.76814191,139380,12.4870095,574.031305,-1467.302259
98038,1,35904,111689,15800,1.302877876,14140,1.165993238,47.362455,-122.017988
98040,16,410800,2361056,173488,17.01029513,134000,13.13854299,761.2733516,-1955.585793
98042,5,242860,521530,120320,7.210835431,108375,6.49496584,236.756455,-610.565473
98043,2,42420,145910,21668,2.532195863,16800,1.963304897,95.606279,-244.59302
98045,4,61356,450272,30320,5.35121779,26440,4.666431345,189.871618,-487.094218
98052,33,2318085,4464471,1168959,41.71575905,869055,31.01331097,1573.151094,-4029.63175
